Title,Link,Year,Abstract
A chatbot to promote students mental health through emotion recognition,https://ieeexplore.ieee.org/abstract/document/9544838/,2021,"develop a chatbot for students to promote their mental health through emotion recognition  technique.  Therefore, developing a human friendly chatbot that can help students get the right"
"The impact of different conversational generative AI chatbots on EFL learners: an analysis of willingness to communicate, foreign language speaking anxiety, and self …",https://www.sciencedirect.com/science/article/pii/S0346251X24003154,2024,"conversational GenAI chatbot called Typebot, while EG2 engaged with a conversational GenAI  chatbot  -like avatars named D-ID Agent. Quantitative analysis using multilevel modelling"
Empathic chatbot: Emotional intelligence for empathic chatbot: Emotional intelligence for mental health well-being,https://arxiv.org/abs/2012.09130,2020,mental healthcare patients need to understand the emotional state of the user and tailor the   of emotional intelligence methodologies adopted in the development of an empathic chatbot
"Designing, developing, evaluating, and implementing a smartphone-delivered, rule-based conversational agent (DISCOVER): development of a conceptual …",https://mhealth.jmir.org/2022/10/e38740,2022,"Background Conversational agents (CAs), also known as chatbots, are computer programs  that simulate human conversations by using predetermined rule-based responses or artificial"
Evaluating the therapeutic alliance with a free-text CBT conversational agent (Wysa): a mixed-methods study,https://www.frontiersin.org/articles/10.3389/fdgth.2022.847991/full,2022,"conversational agent users perceive a therapeutic alliance, (2) To examine changes in  therapeutic alliance over time. We hypothesize that conversational agent  conversational agent."
"The effects of chatbot service recovery with emotion words on customer satisfaction, repurchase intention, and positive word-of-mouth",https://www.frontiersin.org/articles/10.3389/fpsyg.2022.922503/full,2022,"without emotion words can offer only reliability and assurance, whereas chatbots with emotion   This study provides experiential evidence for the effects of emotional chatbot services and"
Cheating in the age of generative AI: A high school survey study of cheating behaviors before and after the release of ChatGPT,https://www.sciencedirect.com/science/article/pii/S2666920X24000560,2024,"That is, while ChatGPT and other emerging generative AI chatbot technologies could be  used by students in ways that some consider “cheating”, we do not know the extent to which it"
Should a chatbot disclose itself? Implications for an online conversational retailer,https://link.springer.com/chapter/10.1007/978-3-030-68288-0_1,2021,the explicit disclosure of the chatbot identity has on social  show that interacting with the  chatbot whose identity has been  compared to interacting with the chatbot whose identity has not
The impact of Chat Generative Pre-trained Transformer (ChatGPT) on medical education,https://academic.oup.com/pmj/article-abstract/99/1176/1125/7225901,2023,Artificial intelligence (AI) in medicine is developing rapidly. The advent of Chat Generative  Pre-trained Transformer (ChatGPT) has taken the world by storm with its potential uses and
Generative AI: Unlocking the future of fashion,https://digital-humanai.io/wp-content/uploads/2023/03/Generative-AI-Unlocking-the-future-of-fashion.pdf,2023,"That said, there isn’t (yet) a foolproof generative-AI chatbot for businesses—current  a  generative AI “representative” to a brand to handle customer service queries across email, chat, text"
Comparing student and generative artificial intelligence chatbot responses to organic chemistry writing-to-learn assignments,https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.3c00664,2023,The primary goals of this study are to identify how generative AI chatbots perform on organic  chemistry WTL assignments and to contextualize chatbot performance relative to authentic
"Chatnt: A multimodal conversational agent for dna, rna and protein tasks",https://www.biorxiv.org/content/10.1101/2024.04.30.591835.abstract,2024,"set of life sciences papers, our agent is also capable to answer  While the conversational  capability is an important aspect of  on demonstrating that the conversational agent ChatNT can"
Is ChatGPT scary good? How user motivations affect creepiness and trust in generative artificial intelligence,https://www.sciencedirect.com/science/article/pii/S0736585323000941,2023,"The main purpose of this study was to identify the underlying motives for generative AI chatbot  use in  of creepiness and trust, as well as their generative AI chatbot continuance intention."
Chat generative pre-trained transformer (ChatGPT) usage in healthcare,https://www.sciencedirect.com/science/article/pii/S2949752323000353,2023,"In recent years, with the rapid development of deep learning, artificial intelligence (AI) has  gradually become a powerful assistant for humans in various aspects. The maturity and"
Multi-party chat: Conversational agents in group settings with humans and models,https://arxiv.org/abs/2304.13835,2023,"for building a conversational agent that tackle these issues. As  in a live, multi-party  conversational setting where it must  build a multi-party conversational agent that uses the best"
Language Use in Conversational Agent–Based Health Communication: Systematic Review,https://www.jmir.org/2022/7/e37403/,2022,"Background Given the growing significance of conversational agents (CAs), researchers  have conducted a plethora of relevant studies on various technology- and usability-oriented"
Kigras: Kinematic-driven generative model for realistic agent simulation,https://ieeexplore.ieee.org/abstract/document/10803038/?casa_token=XqOGDrX0844AAAAA:B4n4cgaRAPaTYrOHUu6tOEO3xwphH1qvTVw-8BEYaj2-q-QY13nIE8Ur8tefZsxMA9nJcv-mhYm7BA,2024,"Trajectory generation is a pivotal task in autonomous driving. Recent studies have introduced  the autoregressive paradigm, leveraging the state transition model to approximate future"
LLMs and generative agent-based models for complex systems research,https://www.sciencedirect.com/science/article/pii/S1571064524001386,2024,"The advent of Large Language Models (LLMs) has significantly transformed research across  natural and social sciences, offering new paradigms for understanding complex systems. In"
Adaptive learning module for a conversational agent to support MOOC learners,https://ajet.org.au/index.php/AJET/article/view/6646,2021,"Conversational agents can be of help to support learners when working with MOOCs.  This article presents an adaptive learning module for JavaPAL, a conversational agent that"
Question answering model based conversational chatbot using bert model and google dialogflow,https://ieeexplore.ieee.org/abstract/document/9652153/?casa_token=ldbDlBEf7xUAAAAA:6LXKgcA73xtvd-HeXL2yOywgJRFr8mLh_vPG5VQJJ9P0jLEgnUKCw6OPQXXsg0KmBONFpeYZhdqkkQ,2021,"Google Dialogflow to build a conversational chatbot. The chatbot simulates human conversation  based on defined Intents and entities. However, conversational chatbots don't provide"
Voices that care differently: understanding the effectiveness of a conversational agent with an alternative empathy orientation and emotional expressivity in mitigating …,https://www.tandfonline.com/doi/abs/10.1080/10447318.2021.1987680,2022,-activated conversational agent should better respond to users’ abusive utterances by  examining alternative forms of CAs while varying empathy orientation and emotional expressivity.
GeCoAgent: a conversational agent for empowering genomic data extraction and analysis,https://dl.acm.org/doi/abs/10.1145/3464383,2021,"In the next section, we describe previous work on conversational technologies and specifically   In Section 4, we propose the requirements for the conversational agent by defining the"
Computational psychotherapy system for mental health prediction and behavior change with a conversational agent,https://www.tandfonline.com/doi/abs/10.2147/NDT.S417695,2024,Citation17 An effective technological vessel for persuasion is an intelligent conversational  agent (also known as a chatbot or an intelligent cognitive assistant). Intelligent conversational
Exploring the use of a voice-based conversational agent to empower adolescents with autism spectrum disorder,https://dl.acm.org/doi/abs/10.1145/3411764.3445116,2021,Voice-based Conversational Agent (VCA) is a type of an intelligent personal agent which   forecasting through a voice-based conversational interface. VCAs are increasingly being
A conversational agent for argument-driven e-participation,https://dl.acm.org/doi/abs/10.1145/3543434.3543447,2022,"of conversational agents or chatbots as a new form of citizen-togovernment communication.  Specifically, we present and evaluate a novel chatbot  , the proposed chatbot is capable of"
Development of RehaBot—a conversational agent for promoting rewarding activities in users with traumatic brain injury,https://journals.lww.com/headtraumarehab/fulltext/2022/05000/Development_of_RehaBot_A_Conversational_Agent_for.4.aspx,2022,"In this article, we report on the development of RehaBot—a conversational agent designed  to  A text-based conversational interface accessible via smartphone was favored by both"
A virtual conversational agent for teens with autism spectrum disorder: Experimental results and design lessons,https://dl.acm.org/doi/abs/10.1145/3383652.3423900,2020,"their conversational skills  conversational skills and more knowledge about bullying than  the control participants. Mower et al. [8] developed Rachel, an embodied conversational agent"
Toward a Multilingual Conversational Agent: Challenges and Expectations of Code-mixing Multilingual Users,https://dl.acm.org/doi/abs/10.1145/3544548.3581445,2023,"codemixing users in conversational agent interaction, unveils  that users have for future  conversational agents capable of  conversational agent user experience for multilingual users."
Embodied conversational agent appearance for health assessment of older adults: explorative study,https://humanfactors.jmir.org/2020/3/e19987,2020,"Background Embodied conversational agents (ECAs) have great potential for health apps  but are rarely investigated as part of such apps. To promote the uptake of health apps, we"
User experience with conversational agent: A systematic review of assessment methods,https://www.tandfonline.com/doi/abs/10.1080/0144929X.2021.2001047,2022,"‘user experience’ and 16.000 results for the ‘chatbot’. We consulted synonyms in literature  to  We used additional keywords, such as Conversational, Assistant and Agent to expand the"
Toward design archetypes for conversational agent personality,https://ieeexplore.ieee.org/abstract/document/9283254/,2020,"In this paper the following definitions are important to consider: Conversational Agent (or  chatbot,  Social Conversational Agent (or social chatbot, socialbot): A conversational agent that"
Design and evaluation of a conversational agent for facilitating idea generation in organizational innovation processes,https://link.springer.com/article/10.1007/s10796-022-10265-6,2022,"In a design science research project, we develop a design for a conversational agent (CA)  based on artificial intelligence to facilitate contributors in generating elaborate ideas on idea"
Conversational ai: An explication of few-shot learning problem in transformers-based chatbot systems,https://ieeexplore.ieee.org/abstract/document/10153715/,2023,This section reviews the existing studies related to chatbot systems that respond to user’s  queries with relevant answers in a conversational manner. Most of these studies are focused
Choicemates: Supporting unfamiliar online decision-making with multi-agent conversational interactions,https://arxiv.org/abs/2310.01331,2023,"Many existing multi-agent systems primarily aim to automate  However, there is a limited  exploration of multi-agent interfaces with  We present ChoiceMates, a multi-agent conversational"
Universal skepticism of ChatGPT: a review of early literature on chat generative pre-trained transformer,https://www.frontiersin.org/articles/10.3389/fdata.2023.1224976/full,2023,"provides insights into early research on ChatGPT, informing future investigations and  practical applications of chatbot technology, as well as development and usage of generative AI."
Jais and jais-chat: Arabic-centric foundation and instruction-tuned open generative large language models,https://arxiv.org/abs/2308.16149,2023,"-chat, new state-of-the-art Arabic-centric foundation and instruction-tuned open generative   an instruction-tuned Jais-chat variant— with the aim of promoting research on Arabic LLMs."
Emotion based music playlist recommendation system using interactive chatbot,https://ieeexplore.ieee.org/abstract/document/9489138/,2021,An emotion-based recommendation system permits the users to listen to music based on   user’s current emotion is analyzed with the help of the chatbot. The chatbot identifies the user’s
Emotion recognition through human conversation using machine learning techniques,https://link.springer.com/chapter/10.1007/978-981-15-9516-5_10,2021,"Using Chatbot, we can analyze the emotion of chat text, in terms of personal behavior,  how he/she is giving response to the other end person. Based on the feelings, he/she"
Conversational error analysis in human-agent interaction,https://dl.acm.org/doi/abs/10.1145/3383652.3423901,2020,"conversational errors in human-agent interactions, 2) to study the impact of conversational  errors on the perception of the agent,  We also release the Agent Conversational Error (ACE)"
Effect of AI chatbot emotional disclosure on user satisfaction and reuse intention for mental health counseling: a serial mediation model,https://link.springer.com/article/10.1007/s12144-022-03932-z,2023,chatbot emotional disclosure on user satisfaction and reuse intention for a chatbot counseling  service It also examined the independent and sequential mediation roles of user emotional
In Whose Voice?: Examining AI Agent Representation of People in Social Interaction through Generative Speech,https://dl.acm.org/doi/abs/10.1145/3643834.3661555,2024,"possible benefts and threats of adopting generative speech in social interaction, we showed  them several demos where an AI agent powered by generative audio was used to engage"
Multiple agent designs in conversational intelligent tutoring systems,https://link.springer.com/article/10.1007/s10758-019-09431-8,2020,This article describes designs that use multiple conversational agents within the framework  of intelligent tutoring systems. Agents in this case are computerized talking heads or
Chat generative pre-trained transformer (ChatGPT): potential implications for rheumatology practice,https://link.springer.com/article/10.1007/s00296-023-05340-3,2023,"Chat Generative Pre-Trained Transformer (ChatGPT), an artificial intelligence (AI) tool  developed by Open AI based on Natural Language Processing models (NLP) has the ability to"
Towards designing a ChatGPT conversational companion for elderly people,https://dl.acm.org/doi/abs/10.1145/3594806.3596572,2023,chatbot is to help the elderly cope with loneliness and prevent mental decline. The authors  also proposed combining a chatbot  was to create a conversational AI chatbot for the elderly
"Furchat: an embodied conversational agent using LLMs, combining open and closed-domain dialogue with facial expressions",https://arxiv.org/abs/2308.15214,2023,"We demonstrate an embodied conversational agent that can function as a receptionist and  generate a mixture of open and closed-domain dialogue along with facial expressions, by us"
Conversational Chatbot Builder–Smarter Virtual Assistance with Domain Specific AI,https://ieeexplore.ieee.org/abstract/document/10170114/,2023,"Implement the chatbot: Once we are satisfied with the performance of the chatbot, we can  implement it in a conversational platform ideally a messaging service (Telegram)."
Is your chatbot GDPR compliant? Open issues in agent design,https://dl.acm.org/doi/abs/10.1145/3405755.3406131,2020,Conversational agents open the world to new opportunities for human interaction and  the  aim of defining relevant open issues in conversational agent design. We hope that this work
Chat generative pretrained transformer fails the multiple-choice American College of Gastroenterology self-assessment test,https://journals.lww.com/ajg/fulltext/2023/12000/chat_generative_pretrained_transformer_fails_the.32.aspx,2023,METHODS: ChatGPT-3 and ChatGPT-4 were used to answer the 2022 and 2021 American  College of Gastroenterology self-assessment tests. The exact questions were inputted in
Understanding automated conversational agent as a decision aid: matching agent's conversation with customer's shopping task,https://www.emerald.com/insight/content/doi/10.1108/intr-11-2019-0447/full/html,2021,"2.1 Automated conversational agents The first conversational agent (CA) was ELIZA, a  text-based agent developed by Joseph Weizenbaum as a computer program that “makes natural"
User perceptions and experiences of an AI-driven conversational agent for mental health support,https://pmc.ncbi.nlm.nih.gov/articles/PMC11304096/,2024,"), a commercially available mobile conversational agent that leverages AI to offer personalized   , and identify any potential barriers to the effectiveness of AI-based chatbot interventions."
Arguebot: A conversational agent for adaptive argumentation feedback,https://link.springer.com/chapter/10.1007/978-3-030-86797-3_18,2021,"In our paper, we aimed to investigate if a conversational agent based on a novel modelling   To evaluate how do students perceive a conversational agent which provides adaptive"
Emotional support from AI chatbots: Should a supportive partner self-disclose or not?,https://academic.oup.com/jcmc/article-abstract/26/4/207/6278042,2021,This study compared emotional support from a chatbot compared to that of a human who  provided support. We were interested in examining which approach could best effectively
Emerging research and policy themes on academic integrity in the age of chat GPT and generative AI,https://myjms.mohe.gov.my/index.php/AJUE/article/view/24697/13678,2023,"increasingly concerned with the impact of Generative AI, such as Chat GPT, on cheating and   this study may be used by universities in updating their research agenda on Generative AI."
A conversational agent to support hospital bed allocation,https://link.springer.com/chapter/10.1007/978-3-030-91702-9_1,2021,example when the chatbot detected errors in  chatbot described in this paper in fact addresses  all the suggestions made by those professionals to increase the usefulness of the chatbot
Generative AI (gAI) in medical education: Chat-GPT and co,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10407583/,2023,"The emergence of generative AI tools is a game changer that some experts compare to the   into the sophisticated machines we have today, generative AI tools need only the year 2023"
Robogen: Towards unleashing infinite data for automated robot learning via generative simulation,https://arxiv.org/abs/2311.01455,2023,", a generative robotic agent that automatically learns diverse robotic skills at scale via  generative  RoboGen leverages the latest advancements in foundation and generative models."
"Introducing"" Raffi"": A Personality Adaptive Conversational Agent.",https://www.researchgate.net/profile/Dominik-Siemon/publication/341568162_Introducing_Raffi_A_Personality_Adaptive_Conversational_Agent/links/60792961881fa114b406e148/Introducing-Raffi-A-Personality-Adaptive-Conversational-Agent.pdf,2020,"Customers are increasingly interacting with intelligent technologies such as conversational  agents (CA). While the majority of CAs process natural language and react in a human way,"
"'Alexa, I feel for you!'Observers' empathetic reactions towards a conversational agent",https://www.frontiersin.org/articles/10.3389/fcomp.2021.682982/full,2021,"Conversational agents and smart speakers have grown in popularity offering a variety of   describes the potential of technology to trigger emotional reactions in users, this paper asks for"
Conversational health agents: A personalized llm-powered agent framework,https://arxiv.org/abs/2310.02374,2023,"conversational aspect of CHAs, offering very limited agent capabilities such as basic text-based  chat  Our primary contribution is the introduction of a conversational agent framework for"
An interface for agent supported conversational search,https://dl.acm.org/doi/abs/10.1145/3343413.3377942,2020,In this process the conversational agent allows the user to learn about their topic of interest   detail over multiple conversational steps. Work to date on conversational search has focused
Grin: Generative relation and intention network for multi-agent trajectory prediction,https://proceedings.neurips.cc/paper/2021/hash/e3670ce0c315396e4836d7024abcf3dd-Abstract.html,2021,"To address this problem, we propose a conditional deep generative  each agent: an inter-agent  latent code to represent social relations and an intra-agent latent code to represent agent"
Emotion contagion in agent-based simulations of crowds: a systematic review,https://link.springer.com/article/10.1007/s10458-022-09589-z,2023,of agent-based methods to implement emotion contagion in  propose agent-based models  that include a process of emotion  on the mechanism of emotion contagion and analyse the
"“Hey assistant, how can I become a donor?” The case of a conversational agent designed to engage people in blood donation",https://www.sciencedirect.com/science/article/pii/S1532046420300897,2020,"We aimed at an interactive conversational agent to explain  In the health domain,  conversational agents can create  and assessment of a conversational agent aimed at engaging"
Do customer emotions affect agent speed? An empirical study of emotional load in online customer contact centers,https://pubsonline.informs.org/doi/abs/10.1287/msom.2020.0897,2021,"negative customer emotion increases agent RT by 19.7%. Considering the reverse effect of  agent RT on customer emotion, we show that if the agent doubles the RT, customer emotion"
AI-based conversational agents: a scoping review from technologies to future directions,https://ieeexplore.ieee.org/abstract/document/9864589/,2022,"A conversational agent is an excellent example of  are the major components of conversational  agent 138 architecture [12 , making it easier for a conversational agent to 149 understand."
Conversational ai for multi-agent communication in natural language: Research directions at the interaction lab,https://journals.sagepub.com/doi/abs/10.3233/AIC-220147,2022,"human-agent communication using conversational Natural  conversational AI in general,  where computational agents must coordinate with humans to solve tasks using conversational"
Generative Artificial Intelligence (GAI) with Chat GPT for Accounting–a business case,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4385651,2023,"Chat GPT, which is a public tool developed by Open GAI and its underlying technology  Generative Pretrained Transformer (GPT)., generative  how to use generative models to create art"
Towards designing an AI-based conversational agent for on-the-job training of customer support novices,https://www.alexandria.unisg.ch/bitstreams/c62f6392-f303-4dd5-a971-192d188ac06b/download,2023,conversational (co-)agent  -agent to reduce the job demand for the service center agent  novices and augment problem-solving capabilities by considering cognitive load. The co-agent
User-specific determinants of conversational agent usage: A review and potential for future research,https://link.springer.com/chapter/10.1007/978-3-030-86797-3_8,2021,"in statements such as “[I am] not quite sure that conversational agents provide a proper  data security” (I42) or “I find many conversational agents too intrusive” (I3). Together, these"
Gaze awareness and metacognitive suggestions by a pedagogical conversational agent: an experimental investigation on interventions to support collaborative …,https://link.springer.com/article/10.1007/s11412-020-09333-3,2020,"conversational agent (PCA)—are able to enhance the learning process and learning gains.  Eighty participants, organized into dyads, were enrolled in a 2 × 2 between-subject study."
Low bandwidth video-chat compression using deep generative models,http://openaccess.thecvf.com/content/CVPR2021W/MAI/html/Oquab_Low_Bandwidth_Video-Chat_Compression_Using_Deep_Generative_Models_CVPRW_2021_paper.html,2021,"To unlock video chat for hundreds of millions of people hindered by poor connectivity or  unaffordable data costs, we propose to authentically reconstruct faces on the receiver's device"
"My diabetes coach, a mobile app–based interactive conversational agent to support type 2 diabetes self-management: randomized effectiveness-implementation trial",https://www.jmir.org/2020/11/e20322/,2020,"conversational agent, Laura, through a series of modules covering blood glucose monitoring,  healthy eating, physical activity, medication taking, and foot care. The conversational"
Patient interactions with an automated conversational agent delivering pretest genetics education: descriptive study,https://www.jmir.org/2021/11/e29447/,2021,a conversational agent for pretest genetics education. Methods: We conducted a feasibility  study of user interactions with a conversational agent who  The conversational agent provided
Generative agents: Interactive simulacra of human behavior,https://dl.acm.org/doi/abs/10.1145/3586183.3606763,2023,"the memory stream to infuence the agent’s future behavior.  , with generative agents, it is  sufcient to simply tell one agent that  Then, in Section 4, we will introduce our generative agent"
Diagnostic accuracy of differential-diagnosis lists generated by generative pretrained transformer 3 chatbot for clinical vignettes with common chief complaints: a pilot …,https://www.mdpi.com/1660-4601/20/4/3378,2023,"The diagnostic accuracy of differential diagnoses generated by artificial intelligence (AI)  chatbots, including the generative pretrained transformer 3 (GPT-3) chatbot (ChatGPT-3) is"
Development of an assessment scale for measurement of usability and user experience characteristics of Bing chat conversational AI,https://www.mdpi.com/1999-5903/16/1/4,2023,"reported having ever used a text-based or visual generative AI system (ChatGPT, DALL-E,  Bard,  , Bing Chat, and Bard were introduced, the use of chatbots or conversational agents in"
CAERS: a conversational agent for intervention in MOOCs' learning processes,https://link.springer.com/chapter/10.1007/978-3-030-90677-1_36,2022,References [4] and [8] were used as a basis for this paper for recommending educational  content with a conversational agent. Given that these works had explored forum and chat posts
A conversational agent for querying Italian Patient Information Leaflets and improving health literacy,https://www.sciencedirect.com/science/article/pii/S0010482521007988,2022,"To face these issues, this paper proposes a conversational agent as a valuable solution to  simplify health information retrieval and improve health literacy in Italian by codifying PILs and"
Minimax-optimal multi-agent RL in Markov games with a generative model,https://proceedings.neurips.cc/paper_files/paper/2022/hash/62b4fea131cfd5b7504eae356b75bbd8-Abstract-Conference.html,2022,"This paper studies multi-agent reinforcement learning in Markov games, with the goal of  learning Nash equilibria or coarse correlated equilibria (CCE) sample-optimally. All prior results"
Migratable AI: Effect of identity and information migration on users' perception of conversational AI agents,https://ieeexplore.ieee.org/abstract/document/9223436/,2020,where a personal conversational agent could migrate across  properties of a conversational  AI agent migrates across forms ’s information and/or the agent’s identity can be preserved as
What is the difference? investigating the self-report of wellbeing via conversational agent and web app,https://ieeexplore.ieee.org/abstract/document/9740539/,2022,"Adopting speech as their mode of interaction, speech-enabled conversational agent (CA)   CA or web app to self-report their emotional wellbeing. Analysis of users’ experiences and"
The expanding role of ChatGPT (Chat-Generative Pre-Trained Transformer) in neurosurgery: a systematic review of literature and conceptual framework,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10500385/,2023,"The objective of this study is to explore the use of ChatGPT (Chat-Generative Pre-Trained  Transformer) in neurosurgery and its potential impact on the field. The authors aim to discuss,"
Knowledge-grounded chatbot based on dual wasserstein generative adversarial networks with effective attention mechanisms,https://www.mdpi.com/2076-3417/10/9/3335,2020,"In Section 2, we review the previous works on generative chatbot models and describe  the proposed knowledge-grounded chatbot model in Section 3. In Section 4, we explain the"
Development of conversational artificial intelligence for pandemic healthcare query support,https://researchlakejournals.com/index.php/AAIML/article/view/35,2020,-19) to be general health information conversational agent. Akira has a personality to ensure   The design of the conversational agent uses the supervised learning-based algorithm with
Applicability of Chat Generative Pre-Trained Transformer (ChatGPT) in Higher-Education Curriculum from the Perspective of Faculty Members: A Phenomenological …,https://www.researchgate.net/profile/Erfan-Aslanyan-Rad/publication/383092674_Applicability_of_Chat_Generative_Pre-Trained_Transformer_ChatGPT_in_Higher-Education_Curriculum_from_the_Perspective_of_Faculty_Members_A_Phenomenological_Study/links/66bc4f0351aa0775f280d8e8/Applicability-of-Chat-Generative-Pre-Trained-Transformer-ChatGPT-in-Higher-Education-Curriculum-from-the-Perspective-of-Faculty-Members-A-Phenomenological-Study.pdf,2024,The current research was conducted with the aim of applicability of Chat Generative Pre-Trained  Transformer (ChatGPT) in higher education curricula from the perspective of the faculty
"Effectiveness of a conversational chatbot (Dejal@ bot) for the adult population to quit smoking: pragmatic, multicenter, controlled, randomized clinical trial in primary …",https://mhealth.jmir.org/2022/6/e34273/,2022,"Background: Tobacco addiction is the leading cause of preventable morbidity and mortality  worldwide, but only 1 in 20 cessation attempts is supervised by a health professional. The"
Conversational artificial intelligence in healthcare,https://link.springer.com/chapter/10.1007/978-981-16-7996-4_32,2022,"Conversational AI are making a significant impact on the  in conversational AI. This paper  intends to present an architecture adopted to deploy a successful conversational AI agent,"
Cold comfort matters-how channel-wise emotional strategies help in a customer service chatbot,https://dl.acm.org/doi/abs/10.1145/3334480.3382905,2020,"This paper aimed to design an emotional strategy for a multi-channel customer service  chatbot. We first collected over 560,000 conversation turns in a real smartphone service chatbot"
Perception of chat generative pre-trained transformer (Chat-GPT) AI tool amongst MSK clinicians,https://www.sciencedirect.com/science/article/pii/S0976566223001613,2023,"Background Chat Generative Pre-trained Transformer (ChatGPT); an open access artificial  intelligence (AI) tool has been in the limelight with its ability to respond to prompts, analyse"
Why doesn't the conversational agent understand me? a language analysis of children speech,https://dl.acm.org/doi/abs/10.1145/3410530.3414401,2020,"of conversational agents [1, 7]. In this paper, we tested whether a conversational agent  can  We designed and developed a conversational agent that helps children practice joke-telling"
Continual multi-agent interaction behavior prediction with conditional generative memory,https://ieeexplore.ieee.org/abstract/document/9512468/,2021,"in the multi-agent trajectory prediction application? Motivated by the generative replay  methods in continual learning literature, we propose a multiagent interaction behavior prediction"
Chat Generative Pre-trained Transformer–written obstetrics and gynecology abstracts fool practitioners,https://www.ajogmfm.org/article/S2589-9333(23)00135-0/abstract,2023,"OBJECTIVE Chat Generative Pre-Trained Transformer (ChatGPT), a recently introduced  artificial intelligence (AI) language model, generates coherent text output, often"
Evaluating the performance of various deep reinforcement learning algorithms for a conversational chatbot,https://ieeexplore.ieee.org/abstract/document/9456321/,2021,of the conversational agent is proposed in this paper. The proposed chatbot model implements  Deep Reinforcement Learning Techniques to help the conversational agent learn from its
"Conversational agent voting advice applications: a comparison between a structured, semi-structured, and non-structured chatbot design for communicating with …",https://link.springer.com/chapter/10.1007/978-3-030-94890-0_10,2021,"Chatbots (or conversational agents) are helpful tools that may provide assistance in  as a  chatbot (hereafter referred to as a CAVAA, which is an abbreviation for Conversational Agent"
Conversational agent for supporting learners on a MOOC on programming with Java,https://doiserbia.nb.rs/Article.aspx?ID=1820-02142100020C,2021,One important problem in MOOCs is the lack of personalized support from teachers.  Conversational agents arise as one possible solution to assist MOOC learners and help them to
Can we talk? design implications for the questionnaire-driven self-report of health and wellbeing via conversational agent,https://dl.acm.org/doi/abs/10.1145/3469595.3469600,2021,") suggest the potential of voice enabled Conversational Agent (CA) technologies, to enable   turn more accurate, honest and insightful disclosures of emotional experience [16, 37]. The"
Visualizing a disembodied agent: Young EFL learners' perceptions of voice-controlled conversational agents as language partners,https://www.tandfonline.com/doi/abs/10.1080/09588221.2022.2067182,2024,"Artificial agents, such as voice-controlled conversational agents (VCAs) built into smart  devices, are becoming more prevalent in daily and educational contexts, enhancing the"
“Rosita Reads With My Family”: Developing A Bilingual Conversational Agent to Support Parent-Child Shared Reading,https://dl.acm.org/doi/abs/10.1145/3585088.3589354,2023,of a bilingual conversational agent and accompanying e-book implementation of a  conversational agent to encourage and  for the way our conversational agent stimulated
"The TRISEC framework for optimizing conversational agent design across search, experience and credence service contexts",https://www.emerald.com/insight/content/doi/10.1108/JOSM-10-2021-0402/full/html,2022,"Purpose Service providers increasingly use conversational agents (CAs), such as chatbots,  to effectively communicate with customers while managing interaction costs and providing"
Role of artificial intelligence based chat generative pre-trained transformer (chatgpt) in cyber security,https://ieeexplore.ieee.org/abstract/document/10141395/,2023,"The role of Artificial Intelligence (AI) in Cyber Security is evolving day by day. For a Chief  Information Security Officer (CISO), to perform their role and to assist their team in performing"
Blenderbot 3: a deployed conversational agent that continually learns to responsibly engage,https://arxiv.org/abs/2208.03188,2022,"We present BlenderBot 3, a 175B parameter dialogue model capable of open-domain  conversation with access to the internet and a long-term memory, and having been trained on a"
Conversational AI: chatbots,https://ieeexplore.ieee.org/abstract/document/9498508/,2021,"The authors of the paper [7] developed a conversational agent called ‘EASElective’, which  helps students with making decisions while choosing electives for their academics. This"
Analyzing MoLIC's Applicability to Model the interaction of Conversational Agents: A case study on ANA Chatbot,https://dl.acm.org/doi/abs/10.1145/3472301.3484367,2021,"would be able to model conversational agents. In this sense,  of conversational agents,  through a case study on Chatbot ANA.  that aim to adapt MoLIC to model conversational agents."
Designing a realistic peer-like embodied conversational agent for supporting children's storytelling,https://arxiv.org/abs/2304.09399,2023,"coconstructing stories with a peer-like conversational agent. Furthermore, the lip-sync and  full can help children understand the importance of emotion in storytelling and help them learn"
From llm to conversational agent: A memory enhanced architecture with fine-tuning of large language models,https://arxiv.org/abs/2401.02777,2024,"• Through experiments conducted on our inhouse dataset, we demonstrate RAISE’s superiority  as a conversational agent. While our experiments are concentrated on real estate sales,"
PTSDialogue: designing a conversational agent to support individuals with post-traumatic stress disorder,https://dl.acm.org/doi/abs/10.1145/3460418.3479332,2021,Living up to the chatbot hype: The influence of anthropomorphic design cues and  communicative agency framing on conversational agent and company perceptions. Computers in
Toward a conversational agent to support the self-management of adults and young adults with sickle cell disease: usability and usefulness study,https://www.frontiersin.org/articles/10.3389/fdgth.2021.600333/full,2021,"A small convenience sample of adults and young adults with SCD was recruited to examine  the usability and usefulness of TREVOR, a conversational agent we designed to support"
Interactivity in online chat: Conversational cues and visual cues in the service recovery process,https://www.sciencedirect.com/science/article/pii/S0268401221000530,2021,", this study argues that since conversational cues are significant determinants of a chat  agent’s competence, an increase in the use of conversational cues during online interactions are"
Emily: Developing An Emotion-affective Open-Domain Chatbot with Knowledge Graph-based Persona,https://arxiv.org/abs/2109.08875,2021,"veloping Emily, an emotion-affective opendomain chatbot. Emily can perceive a user’s  negative emotion state and offer supports by positively converting the user’s emotion states. This"
